product_id,product_name,category,sub_category,brand,description,tags,price,rating
APD239,Shantaram by Gregory David Roberts,Books,Fiction,Westland,"Epic novel based on the true story of an Australian fugitive who finds refuge in Bombay's underworld. Vivid, sprawling, and deeply human.",,499,4.2
APD240,Puma Electrify Nitro 3,Sports,Running,Puma,"Eco-friendly running shoe made with at least 20% recycled materials. NITRO foam for energy return, lightweight mesh, and PUMAGRIP outsole.","running,Puma,Nitro,eco-friendly,recycled",8492,3.6
APD241,Noise ColorFit Pulse 3,Electronics,Smartwatches,Noise,"Budget smartwatch with 1.96-inch TFT display, Bluetooth calling, 100+ sports modes, and productivity suite including calculator and voice assistant.","smartwatch,noise,budget,calling,sports",2493,4.2
APD242,Noise ColorFit Pulse 3,Electronics,Smartwatches,Noise,"Budget smartwatch with 1.96-inch TFT display, Bluetooth calling, 100+ sports modes, and productivity suite including calculator and voice assistant.","smartwatch,noise,budget,calling,sports",1931,3.5
APD243,Watchmen by Alan Moore,Books,Comics,Penguin,Groundbreaking graphic novel deconstructing the superhero genre. Set in an alternate 1985 where costumed vigilantes are outlawed. Time magazine's top 100 novels.,"comics,graphic novel,Alan Moore,superhero,classic",887,4.3
APD244, Sacred Games by Vikram Chandra ,Books,Fiction,Penguin,"A sprawling crime thriller set in Mumbai following a police inspector and a gangster. Rich in detail and atmosphere, adapted into a Netflix series.","fiction,thriller,crime,Mumbai,novel",599,4.3
APD245,Decathlon Treadmill Run 100,Sports,Fitness Equipment,Decathlon,"Foldable home treadmill with 12 km/h max speed, 36 cm running width, LCD console showing speed, distance, and calories. Compact design fits small apartments.",,27999,4.0
APD246,Yonex Voltric 200 Taufik,Sports,Badminton,Yonex,"Power-oriented racquet with Tri-Voltage System, isometric head shape, and head-heavy balance. Named after badminton legend Taufik Hidayat.","badminton,Yonex,Voltric,power,head heavy",5432,4.5
APD247,The Subtle Art of Not Giving a F*ck,Books,Self-Help,HarperCollins,Mark Manson's counterintuitive approach to living a good life by choosing what to care about and embracing limitations. Refreshingly honest.,"self-help,Manson,counterintuitive,values,bestseller",316,4.7
APD248, Philips Juicer Mixer Grinder HL7579 ,Home & Kitchen,Appliances,Philips,"600W juicer mixer grinder with 3 jars, dedicated juicing attachment, and leak-proof design. From fruit juices to masala grinding — one appliance does it all.","appliance,Philips,juicer,mixer grinder,multipurpose",4993,3.8
APD249,Philips Air Fryer HD9200,Home & Kitchen,Appliances,Philips,"Compact air fryer with Rapid Air technology, 4.1-litre capacity, 1400W power, touch panel, and dishwasher-safe basket. Enjoy crispy food with up to 90% less fat.","appliance,Philips,air fryer,healthy cooking,Rapid Air",7999,4.4
APD250,Prestige Svachh Clip-on 3L,Home & Kitchen,Cookware,Prestige,"Innovative stainless-steel pressure cooker with spillage control lid, clip-on system, and deep-lid design that collects residue. Keeps your kitchen clean.","cookware,Prestige,pressure cooker,stainless steel,Svachh",2599,4.5
APD251,Adidas Ultraboost Light,Fashion,Footwear,Adidas,"Premium running shoes with BOOST midsole, Primeknit+ upper, Continental rubber outsole, and a sock-like fit. Engineered for long-distance comfort.","running shoes,adidas,Ultraboost,BOOST,comfort",14999,4.6
APD252,Philips Induction Cooktop Viva,Home & Kitchen,Appliances,Philips,"2100W induction cooktop with crystal glass plate, sensor touch panel, auto-off function, and preset menus for Indian cooking.","appliance,Philips,induction,cooktop,sensor touch",3499,4.3
APD253,Realme Watch S2,Electronics,Smartwatches,Realme,"Stylish round-dial smartwatch with 1.43-inch AMOLED, stainless-steel bezel, 100+ watch faces, SpO2, and 14-day battery life.","smartwatch,realme,AMOLED,round dial,SpO2",3198,4.3
APD254,Xiaomi Power Bank 3i 20000 mAh,Electronics,Power Banks,Xiaomi,"20000 mAh capacity with 18W fast charging, triple output ports, USB-C input, and a sleek matte finish. Charges an average phone more than four times.","power bank,xiaomi,20000mAh,fast charging,portable",1599,4.3
APD255,Interpreter of Maladies,Books,Fiction,HarperCollins,Jhumpa Lahiri's Pulitzer Prize–winning short-story collection exploring the Indian immigrant experience in America with lyrical prose.,"fiction,short stories,Jhumpa Lahiri,Pulitzer,Indian",295,4.2
APD256,Introduction to Algorithms (CLRS),Books,Academic,Penguin,"The definitive textbook on algorithms used in top computer science programs worldwide. Covers sorting, graph algorithms, dynamic programming, and complexity theory.","academic,algorithms,computer science,textbook",1299,4.7
APD257,Samsung Galaxy Z Flip 5,Electronics,Smartphones,Samsung,"Compact foldable phone with Flex Window, Snapdragon 8 Gen 2, 6.7-inch inner AMOLED, IPX8 water resistance, and FlexCam selfies.","smartphone,samsung,foldable,Z Flip,compact",83223,3.6
APD258,Pigeon Pressure Cooker 5L,Home & Kitchen,Cookware,Pigeon,"5-litre aluminium pressure cooker with outer lid, gasket release system, and ISI safety certification. Durable and easy to clean, great for daily Indian cooking.","cookware,Pigeon,pressure cooker,5 litre,aluminium",1399,4.2
APD259,The Psychology of Money,Books,Non-Fiction,HarperCollins,"Morgan Housel explores the strange ways people think about money through 19 short stories. Covers behavioural finance, wealth building, and the role of luck and risk in financial decisions.","non-fiction,finance,psychology,money,bestseller",399,4.6
APD260,Nike Dunk Low Retro,Fashion,Footwear,Nike,"Iconic basketball-turned-streetwear sneaker with leather upper, foam midsole, pivot-point traction pattern, and classic colour blocking.","sneakers,Nike,Dunk Low,retro,streetwear",9077,4.7
APD261,Sony HT-S400 Soundbar,Electronics,Speakers,Sony,"2.1-channel soundbar with wireless subwoofer, S-Force PRO front surround, Bluetooth, HDMI ARC, and 330W total output.","soundbar,sony,2.1 channel,wireless sub,surround",15298,4.1
APD262,Decathlon Cork Yoga Block,Sports,Yoga,Decathlon,"Natural cork yoga block with rounded edges, firm yet comfortable surface, and eco-friendly material. Offers superior grip over foam blocks.","yoga,Decathlon,cork block,eco-friendly,grip",499,4.3
APD263,Nike Dunk Low Retro,Fashion,Footwear,Nike,"Iconic basketball-turned-streetwear sneaker with leather upper, foam midsole, pivot-point traction pattern, and classic colour blocking.","sneakers,Nike,Dunk Low,retro,streetwear",10553,3.5
APD264,FabIndia Brass Diya Set,Home & Kitchen,Decor,FabIndia,"Set of 4 handcrafted brass diyas with traditional design, perfect for Diwali, puja ceremonies, and festive home decoration.","decor,FabIndia,diya,brass,festive",899,4.4
APD265,HomeTown Canvas Wall Art Set,Home & Kitchen,Decor,HomeTown,Set of 3 abstract canvas prints with wooden frames. Ready to hang — instantly transforms a plain wall into a gallery.,"decor,HomeTown,wall art,canvas,abstract",1999,4.1
APD266,Samsung Galaxy Tab A9+,Electronics,Tablets,Samsung,"Affordable Samsung tablet with 11-inch TFT display, Snapdragon 695, quad speakers, expandable storage, and One UI 5.1.","tablet,samsung,budget,android,quad speakers",20186,4.4
APD267,Titan Raga Women's Watch,Fashion,Watches,Titan,"Elegant women's analog watch with mother-of-pearl dial, Swarovski crystals, and rose-gold-toned bracelet. A graceful everyday accessory.","watch,Titan,Raga,women,elegant",5995,4.3
APD268,W Printed Palazzo Pants,Fashion,Women's Clothing,W,"Lightweight palazzo pants with geometric print, elasticated waistband, and wide-leg silhouette. Cool and comfortable for Indian summers.","palazzo,W,printed,comfortable,women",1199,4.1
APD269,Nilkamal Plastic Chair CHR 2180,Home & Kitchen,Furniture,Nilkamal,"Stackable moulded plastic chair with armrests, UV-stabilised material, and 150 kg load capacity. Affordable seating for events and home use.","furniture,Nilkamal,chair,stackable,UV stabilised",1092,3.6
APD270,Nike Heritage Waist Bag,Fashion,Accessories,Nike,"Adjustable waist bag with zippered main compartment, front pocket, and reflective details. Lightweight hands-free carry for runs and festivals.","waist bag,Nike,heritage,compact,reflective",2364,3.8
APD271,Interpreter of Maladies,Books,Fiction,HarperCollins,Jhumpa Lahiri's Pulitzer Prize–winning short-story collection exploring the Indian immigrant experience in America with lyrical prose.,"fiction,short stories,Jhumpa Lahiri,Pulitzer,Indian",304,4.6
APD272,Watchmen by Alan Moore,Books,Comics,Penguin,Groundbreaking graphic novel deconstructing the superhero genre. Set in an alternate 1985 where costumed vigilantes are outlawed. Time magazine's top 100 novels.,"comics,graphic novel,Alan Moore,superhero,classic",883,3.6
APD273,Lenovo Tab P12,Electronics,Tablets,Lenovo,"12.7-inch 2K display tablet with Dimensity 7050, 8 GB RAM, quad JBL speakers, Dolby Atmos, and optional stylus pen for note-taking.","tablet,lenovo,2K,entertainment,JBL",29999,4.2
APD274,boAt Energyshroom PB300,Electronics,Power Banks,boAt,"10000 mAh compact power bank with 22.5W fast output, Type-C PD, smart IC protection, and a textured finish.","power bank,boAt,10000mAh,22.5W,compact",1240,4.6
APD275,The Palace of Illusions,Books,Fiction,Westland,"Chitra Banerjee Divakaruni retells the Mahabharata from Draupadi's perspective, offering a feminist take on the ancient epic with rich prose.","fiction,mythology,feminist,retelling",325,4.2
APD276,FabIndia Cotton Kurti Set,Fashion,Women's Clothing,FabIndia,Block-printed cotton kurti with matching pants and dupatta. Hand-finished details reflect India's artisan heritage. Comfortable all-day wear.,"kurti set,FabIndia,block print,artisan,women",2552,4.6
APD277,Apple iPhone 15,Electronics,Smartphones,Apple,,"smartphone,apple,iPhone,iOS,camera",69999,4.6
APD278,Allen Solly Women Blazer,Fashion,Women's Clothing,Allen Solly,,"blazer,Allen Solly,formal,women,office",3999,4.2
APD279,Prestige Non-Stick Dosa Tawa,Home & Kitchen,Cookware,Prestige,"Large flat tawa with non-stick coating, cool-touch handle, and even heat distribution. Makes crispy dosas and uttapams effortlessly.","cookware,Prestige,dosa tawa,non-stick,even heat",1015,4.4
APD280,Nilkamal Plastic Chair CHR 2180,Home & Kitchen,Furniture,Nilkamal,"Stackable moulded plastic chair with armrests, UV-stabilised material, and 150 kg load capacity. Affordable seating for events and home use.","furniture,Nilkamal,chair,stackable,UV stabilised",1205,3.9
APD281,Cosco CBX-320 Racquet Set,Sports,Badminton,Cosco,"Budget set of 2 steel-shaft racquets with PU grip, full cover, and 3 nylon shuttlecocks. Good starter set for beginners and kids.","badminton,Cosco,racquet set,beginner,budget",799,3.9
APD282,Prestige Omega Deluxe Tawa,Home & Kitchen,Cookware,Prestige,"Non-stick aluminium tawa with granite finish, induction-compatible base, heat-resistant handle, and 5-layer coating for oil-free cooking. Makes perfect dosas and rotis every time.","cookware,Prestige,tawa,non-stick,induction",1099,4.4
APD283,The Subtle Art of Not Giving a F*ck,Books,Self-Help,HarperCollins,Mark Manson's counterintuitive approach to living a good life by choosing what to care about and embracing limitations. Refreshingly honest.,"self-help,Manson,counterintuitive,values,bestseller",444,4.6
APD284,Rich Dad Poor Dad,Books,Self-Help,Penguin,"Robert Kiyosaki shares contrasting money lessons from two father figures — one rich, one poor — challenging conventional wisdom about wealth.","self-help,finance,Kiyosaki,money,investing",399,4.3
APD285,Puma Flyer Runner v2,Fashion,Footwear,Puma,"Lightweight running-inspired sneaker with mesh upper, SoftFoam+ insole, and rubber outsole. Affordable everyday comfort.","sneakers,puma,Flyer,affordable,mesh",2999,4.0
APD286,Noise Buds VS104,Electronics,Headphones,Noise,"Ultra-affordable TWS earbuds with 11 mm drivers, InPods design, Bluetooth 5.2, 18-hour total playback, and Tru Bass technology.","earbuds,Noise,TWS,budget,Tru Bass",570,4.5
APD287, Xiaomi Redmi Note 13 Pro+ ,Electronics,Smartphones,Xiaomi,"Feature-packed phone with 200 MP camera, curved AMOLED display, Dimensity 7200 Ultra, IP68 rating, and 120W HyperCharge.","smartphone,xiaomi,Redmi,200MP,fast charging",29999,4.3
APD288,Wren & Martin English Grammar,Books,Academic,Scholastic,"Comprehensive grammar reference widely used across Indian schools. Covers parts of speech, tenses, sentence construction, and composition.","academic,grammar,English,reference,school",350,4.3
APD289,Samsung Galaxy Tab A9+,Electronics,Tablets,Samsung,"Affordable Samsung tablet with 11-inch TFT display, Snapdragon 695, quad speakers, expandable storage, and One UI 5.1.","tablet,samsung,budget,android,quad speakers",22466,3.6
APD290,Yonex Voltric 200 Taufik,Sports,Badminton,Yonex,"Power-oriented racquet with Tri-Voltage System, isometric head shape, and head-heavy balance. Named after badminton legend Taufik Hidayat.","badminton,Yonex,Voltric,power,head heavy",6264,4.0
APD291,Bajaj 1200W Dry Iron,Home & Kitchen,Appliances,Bajaj,"Lightweight dry iron with non-stick soleplate, adjustable temperature knob, LED indicator, and 1.8 m cord. Quick heating in under 2 minutes.","appliance,Bajaj,iron,dry,non-stick",783,4.4
APD292,Realme GT 6T,Electronics,Smartphones,Realme,"Performance-value champ with Snapdragon 7+ Gen 3, 120 Hz 6.78-inch LTPO display, 5500 mAh battery, and 65W SUPERVOOC charging.","smartphone,realme,performance,LTPO,5G",27139,3.7
APD293, Nike Revolution 7 ,Fashion,Footwear,Nike,"Budget-friendly running shoe with cushioned midsole, breathable mesh, minimalist design, and durable rubber outsole. Entry-level pick for new runners.","running shoes,Nike,budget,beginner,lightweight",3695,4.0
APD294,Apple Watch Series 9,Electronics,Smartwatches,Apple,"Advanced health watch with S9 SiP chip, double-tap gesture, blood-oxygen sensor, ECG, always-on Retina display, and crash detection. Seamlessly works with iPhone.","smartwatch,apple,health,ECG,premium",41900,4.6
APD295,Casio Vintage A168WA,Fashion,Watches,Casio,"Retro-style digital watch with electro-luminescent backlight, stainless-steel band, daily alarm, and hourly time signal. Iconic since the '80s.",,3295,4.4
APD296,FabIndia Terracotta Vase,Home & Kitchen,Decor,FabIndia,"Handcrafted terracotta vase with earthy glaze and organic form. Each piece is unique, celebrating traditional Indian pottery techniques.","decor,FabIndia,vase,terracotta,handcrafted",850,3.8
APD297,Ikigai: The Japanese Secret,Books,Self-Help,Penguin,"Explores the Japanese concept of purpose through stories from Okinawa's centenarians. Offers lessons on longevity, happiness, and finding your reason for being.","self-help,ikigai,purpose,happiness,Japan",299,4.4
APD298,Nilkamal Plastic Chair CHR 2180,Home & Kitchen,Furniture,Nilkamal,"Stackable moulded plastic chair with armrests, UV-stabilised material, and 150 kg load capacity. Affordable seating for events and home use.","furniture,Nilkamal,chair,stackable,UV stabilised",1034,3.7
APD299,W Ethnic Maxi Dress,Fashion,Women's Clothing,W,"Floor-length maxi dress with traditional block print, V-neck, gathered waist, and side pockets. Effortlessly elegant for festive events.","dress,W,maxi,ethnic,women",2499,4.3
APD300,Biba Anarkali Kurta,Fashion,Women's Clothing,Biba,"Flared Anarkali-style kurta in viscose rayon with gold print detailing, mandarin collar, and three-quarter sleeves. Pair with palazzo pants for a festive look.",,1799,4.3
